cliente_codigo,cliente_nome,cliente_apelido,cliente_rg_ie,cliente_cpf_cnpj,cliente_tipo_pessoa,cliente_data_nascimento,cliente_end_cidade,cliente_end_cep,cliente_end_rua,cliente_end_numero,cliente_end_bairro,cliente_end_complemento,cliente_end_latitude,cliente_end_longitude,cliente_telefones,ponto_emails,cliente_data_cadastro,cliente_parceiro,contrato_carteira,cliente_data_adesao,cliente_data_recisao,contrato_fidelidade,contrato_valor_adesao,contrato_valor_rescisão,contrato_valor_mensal,contrato_dia_vencimento,contrato_observacoes,contrato_faturavel,contrato_tipo_faturamento,contrato_nfe2x_tipo_lancamento,contrato_end_cidade,contrato_end_cep,contrato_end_rua,contrato_end_numero,contrato_end_bairro,contrato_end_complemento,contrato_end_latitude,contrato_end_longitude,ponto_plano,ponto_nome,ponto_ppp_usuario,ponto_end_cidade,ponto_end_cep,ponto_end_rua,ponto_end_numero,ponto_end_bairro,ponto_end_complemento,ponto_end_latitude,ponto_end_longitude,ponto_data_ativacao,ponto_mac,ponto_tecnologia,ponto_serial
400,Elizabeth Johnson PhD,Elizabeth,99999578-9,999.999.616-73,PF,18/12/1955,Francisco Beltrão,85601000,Alameda Porto,3,Bairro Miniguaçu,APTO,-26.056867006621335,-53.04101445463491,(46) 99999-99600,elizabeth.johnson.phd@emailexemplo.com,03/03/2023,n,EFÍ,07/03/2023,,,349.90,500,200,6,"Cliente precisa de velocidade constante, sem quedas.",s,auto,auto,,,,,,,,,plano_150mb,APTO,elizabeth.johnson.phd@meuprovedor.com.br,Francisco Beltrão,85601000,Alameda Porto,3,Bairro Miniguaçu,APTO,-26.056867006621335,-53.04101445463491,10/03/2023,70:80:70:df:ba:86,RADIO,
401,James Lawrence,James,99999577-7,999.999.615-92,PF,11/05/1973,Francisco Beltrão,85601000,Estação de Rios,98,Comunidade São Francisco de Assis,APTO,-26.045051684012808,-53.064868170091344,(46) 99999-99599,james.lawrence@emailexemplo.com,17/02/2023,n,Santander,23/02/2023,,,349.90,500,200,22,Cliente sugere avaliar a qualidade de vez em quando.,s,auto,auto,,,,,,,,,plano_150mb,APTO,james.lawrence@meuprovedor.com.br,Pato Branco,85660000,Pátio Moura,11,Centro Sul,Casa,-26.22311815712425,-52.70788179534406,28/02/2023,88:e6:18:c1:af:62,FTTH,FTTH647H36Y6
402,Michelle Baker,Michelle,99999576-5,999.999.614-01,PF,10/11/2000,Francisco Beltrão,85601000,Loteamento de da Cunha,3,Bairro Júpter,APTO,-26.091354262000447,-53.05262549164229,(46) 99999-99598,michelle.baker@emailexemplo.com,04/02/2023,n,Santander,14/02/2023,,,349.90,500,200,12,,s,auto,auto,,,,,,,,,plano_150mb,APTO,michelle.baker@meuprovedor.com.br,Francisco Beltrão,85601000,Loteamento de da Cunha,3,Bairro Júpter,APTO,-26.091354262000447,-53.05262549164229,21/02/2023,b4:fd:de:28:40:08,RADIO,
403,Annette Graham,Annette,99999575-3,999.999.613-20,PF,22/05/1985,Francisco Beltrão,85601000,Parque Leão,64,Comunidade Volta Grande,APTO,-26.051966376876788,-53.05809651180026,(46) 99999-99597,annette.graham@emailexemplo.com,01/05/2023,n,Santander,02/05/2023,,,349.90,500,200,15,,s,auto,auto,Francisco Beltrão,85601000,Parque Leão,64,Comunidade Volta Grande,APTO,-26.051966376876788,-53.05809651180026,plano_150mb,APTO,annette.graham@meuprovedor.com.br,Francisco Beltrão,85660000,Vereda Maria Vitória da Rosa,90,Esperança,Casa,-26.07496562482917,-53.04677372689462,08/05/2023,44:58:23:33:de:f7,RADIO,
404,Lori Brewer,Lori,99999574-1,999.999.612-40,PF,30/09/2005,Francisco Beltrão,85601000,Vereda Aragão,3,Comunidade São Pio X – Km 20,APTO,-26.077935228465442,-53.063075415226436,(46) 99999-99596,lori.brewer@emailexemplo.com,09/05/2023,n,EFÍ,10/05/2023,,,349.90,500,200,14,,s,auto,auto,,,,,,,,,plano_150mb,APTO,lori.brewer@meuprovedor.com.br,Francisco Beltrão,85601000,Vereda Aragão,3,Comunidade São Pio X – Km 20,APTO,-26.077935228465442,-53.063075415226436,12/05/2023,58:be:31:d2:76:6e,RADIO,
405,John Frederick,John,99999572-8,999.999.611-69,PF,07/03/1956,Francisco Beltrão,85601000,Residencial Novaes,3,Comunidade Secção Jacaré,Casa,-26.060623454198247,-53.0388307335938,(46) 99999-99595,john.frederick@emailexemplo.com,20/05/2023,n,Boleto Próprio,21/05/2023,,,349.90,500,200,11,,s,auto,auto,,,,,,,,,plano_150mb,Casa,john.frederick@meuprovedor.com.br,Francisco Beltrão,85601000,Residencial Novaes,3,Comunidade Secção Jacaré,Casa,-26.060623454198247,-53.0388307335938,28/05/2023,42:1f:1d:e5:11:4a,FTTH,FTTH776T28C1
406,James Spencer,James,99999571-6,999.999.610-88,PF,18/02/1957,Dois Vizinhos,85660000,Alameda Mariana Moura,50,São Francisco de Assis,APTO,-25.759798491855722,-53.07751084445528,(46) 99999-99594,james.spencer@emailexemplo.com,03/04/2023,n,Boleto Próprio,07/04/2023,,,300,400,150,13,Cliente quer segunda via do contrato via e-mail.,s,auto,auto,,,,,,,,,plano_100mb,APTO,james.spencer@meuprovedor.com.br,Pato Branco,85660000,Lago Brito,614,Centro Norte,APTO,-26.25277509172031,-52.69889064947933,09/04/2023,26:2f:5b:e5:ea:65,FTTH,FTTH080N42G8
407,Darren Castro,Darren,99999570-4,999.999.609-44,PF,03/12/1962,Francisco Beltrão,85601000,Alameda Ribeiro,56,Bairro Jardim Virgínia,Casa,-26.04418819691645,-53.052856722217356,(46) 99999-99593,darren.castro@emailexemplo.com,02/04/2023,n,GalaxPay,06/04/2023,,10,349.90,500,200,17,Cliente quer saber antes de qualquer manutenção na rede.,n,manual,manual,,,,,,,,,plano_150mb,Casa,darren.castro@meuprovedor.com.br,Francisco Beltrão,85601000,Alameda Ribeiro,56,Bairro Jardim Virgínia,Casa,-26.04418819691645,-53.052856722217356,11/04/2023,10:da:43:8f:7b:4f,FTTH,FTTH806B50F2
408,Steven Larsen,Steven,99999569-8,999.999.608-63,PF,18/01/1987,Pato Branco,85501000,Vereda Sampaio,178,Bancários,Casa,-26.2265834072683,-52.71319867303309,(46) 99999-99592,steven.larsen@emailexemplo.com,18/04/2023,n,EFÍ,20/04/2023,,,189.90,700,299.90,18,Cliente quer ajuda 24/7 para resolver problemas de conexão.,s,auto,auto,Pato Branco,85501000,Vereda Sampaio,178,Bancários,Casa,-26.2265834072683,-52.71319867303309,plano_300mb,Casa,steven.larsen@meuprovedor.com.br,Pato Branco,85501000,Vereda Sampaio,178,Bancários,Casa,-26.2265834072683,-52.71319867303309,22/04/2023,92:47:7d:37:55:e8,FTTH,FTTH911T27C9
409,Edward Rich,Edward,99999568-6,999.999.607-82,PF,31/07/1963,Francisco Beltrão,85601000,Ladeira Melo,66,Bairro São Miguel,Casa,-26.074417287780175,-53.07486439040608,(46) 99999-99591,edward.rich@emailexemplo.com,09/06/2023,n,GalaxPay,10/06/2023,,,349.90,500,200,18,Cliente quer saber antes de qualquer manutenção na rede.,s,auto,auto,Francisco Beltrão,85601000,Ladeira Melo,66,Bairro São Miguel,Casa,-26.074417287780175,-53.07486439040608,plano_150mb,Casa,edward.rich@meuprovedor.com.br,Francisco Beltrão,85660000,Residencial Otávio Montenegro,214,Santa Luzia,APTO,-26.066310595913166,-53.0606805343297,14/06/2023,20:48:19:56:5a:a1,RADIO,
410,Katie Hanna,Katie,99999567-4,999.999.606-00,PF,26/09/1979,Francisco Beltrão,85601000,Ladeira de Costa,92,Comunidade Nova Concórdia,APTO,-26.060491629145602,-53.042579749507155,(46) 99999-99590,katie.hanna@emailexemplo.com,11/01/2023,n,EFÍ,14/01/2023,,,349.90,500,200,15,Cliente quer ajuda 24/7 para resolver problemas de conexão.,s,auto,auto,,,,,,,,,plano_150mb,APTO,katie.hanna@meuprovedor.com.br,Dois Vizinhos,85660000,Colônia de Peixoto,20,Santa Luzia,APTO,-25.750405779994242,-53.05178806472092,21/01/2023,06:74:51:ff:e6:f2,FTTH,FTTH925N46M2
411,Matthew Harmon,Matthew,99999566-2,999.999.605-10,PF,09/07/1995,Pato Branco,85501000,Avenida Nascimento,50,Industrial,APTO,-26.260719194759695,-52.652306767505955,(46) 99999-99589,matthew.harmon@emailexemplo.com,12/01/2023,n,GalaxPay,20/01/2023,11/12/2023,,189.90,700,299.90,13,,s,auto,auto,,,,,,,,,plano_300mb,APTO,matthew.harmon@meuprovedor.com.br,Pato Branco,85501000,Avenida Nascimento,50,Industrial,APTO,-26.260719194759695,-52.652306767505955,25/01/2023,a6:90:e9:45:e8:95,FTTH,FTTH078D58Q2
412,John Becker,John,99999565-0,999.999.604-30,PF,28/05/1972,Francisco Beltrão,85601000,Área Ayla Rocha,224,Bairro Industrial,Casa,-26.092676002046183,-53.03316064289244,(46) 99999-99588,john.becker@emailexemplo.com,08/04/2023,n,EFÍ,14/04/2023,,,349.90,500,200,19,Cliente quer segunda via do contrato via e-mail.,s,auto,auto,,,,,,,,,plano_150mb,Casa,john.becker@meuprovedor.com.br,Francisco Beltrão,85601000,Área Ayla Rocha,224,Bairro Industrial,Casa,-26.092676002046183,-53.03316064289244,18/04/2023,92:b2:13:25:09:d6,FTTH,FTTH716Y79X4
413,David Anderson,David,99999564-9,999.999.603-59,PF,04/10/1974,Francisco Beltrão,85601000,Parque Cirino,9,Comunidade Jacutinga,APTO,-26.03733460530172,-53.04371622187214,(46) 99999-99587,david.anderson@emailexemplo.com,22/06/2023,n,EFÍ,24/06/2023,,,349.90,500,200,8,,s,auto,auto,,,,,,,,,plano_150mb,APTO,david.anderson@meuprovedor.com.br,Francisco Beltrão,85601000,Parque Cirino,9,Comunidade Jacutinga,APTO,-26.03733460530172,-53.04371622187214,29/06/2023,e2:40:82:7b:98:a7,FTTH,FTTH879R65L3
414,Colleen Stone,Colleen,99999563-7,999.999.602-78,PF,07/11/2003,Francisco Beltrão,85601000,Conjunto de Leão,48,Bairro Água Branca,Casa,-26.02882428329773,-53.05496973268113,(46) 99999-99586,colleen.stone@emailexemplo.com,15/06/2023,n,Boleto Próprio,22/06/2023,,,349.90,500,200,6,Cliente pensa em adicionar TV ou telefone depois.,s,auto,auto,,,,,,,,,plano_150mb,Casa,colleen.stone@meuprovedor.com.br,Pato Branco,85660000,Distrito de Dias,664,São Judas Tadeu,APTO,-26.229836628848815,-52.690421642662336,26/06/2023,c4:ed:90:f2:06:30,FTTH,FTTH799R18M1
415,Mary Rivas,Mary,99999562-5,999.999.601-97,PF,07/04/1971,Dois Vizinhos,85660000,Campo Ana Peixoto,50,Vitória,APTO,-25.757162974128608,-53.06100165624501,(46) 99999-99585,mary.rivas@emailexemplo.com,16/03/2023,n,Santander,16/03/2023,,,300,400,150,19,,s,auto,auto,,,,,,,,,plano_100mb,APTO,mary.rivas@meuprovedor.com.br,Dois Vizinhos,85660000,Campo Ana Peixoto,50,Vitória,APTO,-25.757162974128608,-53.06100165624501,20/03/2023,3c:e5:7b:f8:65:7f,FTTH,FTTH884K29H8
416,Alan Baird,Alan,99999561-3,999.999.600-06,PF,13/11/1961,Pato Branco,85501000,Favela Breno Campos,380,Fraron,APTO,-26.256869743114915,-52.715435440843656,(46) 99999-99584,alan.baird@emailexemplo.com,10/05/2023,n,Santander,13/05/2023,,,189.90,700,299.90,23,Cliente exige segurança online forte.,s,auto,auto,,,,,,,,,plano_300mb,APTO,alan.baird@meuprovedor.com.br,Pato Branco,85501000,Favela Breno Campos,380,Fraron,APTO,-26.256869743114915,-52.715435440843656,16/05/2023,8c:f0:47:b2:39:6c,FTTH,FTTH291M94U1
417,Candice Holmes,Candice,99999560-1,999.999.599-38,PF,04/03/1991,Pato Branco,85501000,Parque Júlia Câmara,55,Novo Horizonte,Casa,-26.247264523498124,-52.70857675636543,(46) 99999-99583,candice.holmes@emailexemplo.com,18/01/2023,n,GalaxPay,21/01/2023,,,189.90,700,299.90,24,,s,auto,auto,,,,,,,,,plano_300mb,Casa,candice.holmes@meuprovedor.com.br,Pato Branco,85501000,Parque Júlia Câmara,55,Novo Horizonte,Casa,-26.247264523498124,-52.70857675636543,25/01/2023,98:37:cd:6b:43:1e,RADIO,
418,Amanda Holmes,Amanda,99999559-5,999.999.598-57,PF,28/01/1970,Francisco Beltrão,85601000,Colônia de Camargo,40,Comunidade Linha Formiga,Casa,-26.030792146270148,-53.055313872571986,(46) 99999-99582,amanda.holmes@emailexemplo.com,02/01/2023,n,EFÍ,03/01/2023,23/02/2023,,349.90,500,200,25,,s,auto,auto,,,,,,,,,plano_150mb,Casa,amanda.holmes@meuprovedor.com.br,Pato Branco,85660000,Sítio Castro,93,Santo Antônio,APTO,-26.254964909246926,-52.67051780939472,09/01/2023,c0:7e:2f:03:c5:49,RADIO,
419,Jill Davenport,Jill,99999558-3,999.999.597-76,PF,06/01/1966,Francisco Beltrão,85601000,Morro de Gomes,90,Bairro São Miguel,APTO,-26.031530522222468,-53.04740187139871,(46) 99999-99581,jill.davenport@emailexemplo.com,04/05/2023,n,Santander,09/05/2023,,,349.90,500,200,11,,s,auto,auto,,,,,,,,,plano_150mb,APTO,jill.davenport@meuprovedor.com.br,Pato Branco,85660000,Feira da Rocha,43,Jardim Marcante,APTO,-26.25727603112275,-52.65450812231172,14/05/2023,f4:79:41:a7:3e:08,RADIO,
420,Susan Farmer,Susan,99999557-1,999.999.596-95,PF,22/12/1981,Pato Branco,85501000,Conjunto Carlos Eduardo Guerra,11,Industrial,APTO,-26.225726196680444,-52.68347560920449,(46) 99999-99580,susan.farmer@emailexemplo.com,08/05/2023,n,Santander,11/05/2023,,,189.90,700,299.90,19,Cliente quer faturas detalhadas todo mês.,s,auto,auto,Pato Branco,85501000,Conjunto Carlos Eduardo Guerra,11,Industrial,APTO,-26.225726196680444,-52.68347560920449,plano_300mb,APTO,susan.farmer@meuprovedor.com.br,Pato Branco,85501000,Conjunto Carlos Eduardo Guerra,11,Industrial,APTO,-26.225726196680444,-52.68347560920449,15/05/2023,4c:10:ce:98:4d:b5,RADIO,
421,Robert Chase,Robert,99999555-8,999.999.595-04,PF,07/02/1999,Pato Branco,85501000,Residencial Sophie Santos,37,Alto da Glória,Casa,-26.219857961619205,-52.71443780940615,(46) 99999-99579,robert.chase@emailexemplo.com,10/05/2023,n,Boleto Próprio,13/05/2023,,,189.90,700,299.90,8,,s,auto,auto,,,,,,,,,plano_300mb,Casa,robert.chase@meuprovedor.com.br,Pato Branco,85501000,Residencial Sophie Santos,37,Alto da Glória,Casa,-26.219857961619205,-52.71443780940615,16/05/2023,f2:0b:13:c8:9c:f6,RADIO,
422,Mary Castaneda,Mary,094.10332-02,00.099.999/9594-83,PJ,08/01/2004,Dois Vizinhos,85660000,Morro Alves,49,Jardim da Colina,Loja,-25.74140316820442,-53.08653847388849,(46) 99999-99578,mary.castaneda@emailexemplo.com,18/02/2023,n,Santander,24/02/2023,,,300,400,150,14,Cliente quer segunda via do contrato via e-mail.,s,auto,auto,,,,,,,,,plano_100mb,Loja,mary.castaneda@meuprovedor.com.br,Dois Vizinhos,85660000,Morro Alves,49,Jardim da Colina,Loja,-25.74140316820442,-53.08653847388849,03/03/2023,ec:a1:14:90:73:47,FTTH,FTTH221O54T8
423,Katherine Harrison,Katherine,99999554-6,999.999.594-23,PF,20/12/2005,Francisco Beltrão,85601000,Campo Nogueira,31,Bairro São Francisco,Casa,-26.049011396946664,-53.05684077114592,(46) 99999-99577,katherine.harrison@emailexemplo.com,25/03/2023,n,EFÍ,02/04/2023,,,349.90,500,200,15,,s,auto,auto,,,,,,,,,plano_150mb,Casa,katherine.harrison@meuprovedor.com.br,Francisco Beltrão,85601000,Campo Nogueira,31,Bairro São Francisco,Casa,-26.049011396946664,-53.05684077114592,06/04/2023,d0:02:86:83:2a:58,RADIO,
424,Mary Collins,Mary,99999553-4,999.999.593-42,PF,17/12/1992,Dois Vizinhos,85660000,Pátio Olivia Pastor,76,Santa Luzia,Casa,-25.77044546770532,-53.03416041598435,(46) 99999-99576,mary.collins@emailexemplo.com,25/04/2023,n,Boleto Próprio,05/05/2023,,,300,400,150,11,Cliente espera um roteador moderno na instalação.,s,auto,auto,,,,,,,,,plano_100mb,Casa,mary.collins@meuprovedor.com.br,Dois Vizinhos,85660000,Pátio Olivia Pastor,76,Santa Luzia,Casa,-25.77044546770532,-53.03416041598435,11/05/2023,22:61:f6:02:83:bb,FTTH,FTTH712A36J8
425,Tony Stevens,Tony,99999552-2,999.999.592-61,PF,19/04/1962,Pato Branco,85501000,Lago da Cunha,72,São Vicente,APTO,-26.234795812454177,-52.70230029336105,(46) 99999-99575,tony.stevens@emailexemplo.com,07/04/2023,n,Boleto Próprio,10/04/2023,,,189.90,700,299.90,12,Cliente quer faturas detalhadas todo mês.,s,auto,auto,,,,,,,,,plano_300mb,APTO,tony.stevens@meuprovedor.com.br,Pato Branco,85501000,Lago da Cunha,72,São Vicente,APTO,-26.234795812454177,-52.70230029336105,14/04/2023,2a:27:c5:3f:1d:e5,FTTH,FTTH356L78D5
426,Mary Jones,Mary,99999551-0,999.999.591-80,PF,20/01/1977,Francisco Beltrão,85601000,Estrada de Aragão,95,Bairro São Francisco,APTO,-26.03136404183502,-53.05221900815299,(46) 99999-99574,mary.jones@emailexemplo.com,03/06/2023,n,GalaxPay,03/06/2023,,,349.90,500,200,8,Cliente quer faturas detalhadas todo mês.,s,auto,auto,,,,,,,,,plano_150mb,APTO,mary.jones@meuprovedor.com.br,Dois Vizinhos,85660000,Trevo Luiz Otávio Borges,11,Jardim Marcante,APTO,-25.770997539796575,-53.08431591029584,06/06/2023,aa:5a:9d:10:3d:31,RADIO,
427,Jason Rios,Jason,99999550-9,999.999.590-08,PF,28/07/1994,Pato Branco,85501000,Setor Danilo Correia,71,Santo Antônio,APTO,-26.201136573039584,-52.68384003339359,(46) 99999-99573,jason.rios@emailexemplo.com,08/05/2023,n,Santander,15/05/2023,,,189.90,700,299.90,12,,s,auto,auto,Pato Branco,85501000,Setor Danilo Correia,71,Santo Antônio,APTO,-26.201136573039584,-52.68384003339359,plano_300mb,APTO,jason.rios@meuprovedor.com.br,Pato Branco,85501000,Setor Danilo Correia,71,Santo Antônio,APTO,-26.201136573039584,-52.68384003339359,19/05/2023,ee:41:ae:72:88:c2,FTTH,FTTH172B40Y4
428,Robert Wilkins II,Robert,99999549-2,999.999.589-66,PF,08/05/2006,Francisco Beltrão,85601000,Núcleo Diego Alves,956,Bairro Padre Ulrico,Casa,-26.047271059964043,-53.039108423528376,(46) 99999-99572,robert.wilkins.ii@emailexemplo.com,08/03/2023,n,Santander,16/03/2023,04/01/2024,,349.90,500,200,15,,s,auto,auto,,,,,,,,,plano_150mb,Casa,robert.wilkins.ii@meuprovedor.com.br,Francisco Beltrão,85601000,Núcleo Diego Alves,956,Bairro Padre Ulrico,Casa,-26.047271059964043,-53.039108423528376,19/03/2023,a4:ea:ed:7c:cb:b7,FTTH,FTTH431Z07L2
429,Thomas Davis DVM,Thomas,99999548-0,999.999.588-85,PF,19/12/1988,Francisco Beltrão,85601000,Avenida de Costa,2,Bairro Pinheirinho,Casa,-26.032541723513624,-53.06213644165861,(46) 99999-99571,thomas.davis.dvm@emailexemplo.com,23/04/2023,n,EFÍ,29/04/2023,,,349.90,500,200,5,Cliente quer Wi-Fi potente em toda casa.,s,auto,auto,,,,,,,,,plano_150mb,Casa,thomas.davis.dvm@meuprovedor.com.br,Francisco Beltrão,85660000,Colônia das Neves,84,Das Torres,APTO,-26.056077266847954,-53.068926554993176,06/05/2023,d6:0b:5b:63:4e:74,RADIO,
430,Julie Pierce,Julie,99999547-9,999.999.587-02,PF,23/11/2003,Dois Vizinhos,85660000,Passarela Albuquerque,30,Sagrada Família,Casa,-25.766140696523404,-53.08187142948012,(46) 99999-99570,julie.pierce@emailexemplo.com,02/02/2023,n,Boleto Próprio,02/02/2023,28/07/2023,,300,400,150,15,,s,auto,auto,,,,,,,,,plano_100mb,Casa,julie.pierce@meuprovedor.com.br,Dois Vizinhos,85660000,Estação Sousa,30,São Judas Tadeu,Casa,-25.75406042151978,-53.08961734521525,06/02/2023,1e:92:63:14:bb:ea,FTTH,FTTH235S40E7
431,Joseph Meyer,Joseph,99999546-7,999.999.586-13,PF,09/01/1988,Pato Branco,85501000,Largo de Rios,53,Amadori,APTO,-26.25333084401845,-52.69355959196333,(46) 99999-99569,joseph.meyer@emailexemplo.com,11/02/2023,n,GalaxPay,17/02/2023,,,189.90,700,299.90,19,,s,auto,auto,,,,,,,,,plano_300mb,APTO,joseph.meyer@meuprovedor.com.br,Pato Branco,85501000,Largo de Rios,53,Amadori,APTO,-26.25333084401845,-52.69355959196333,24/02/2023,1a:fc:4d:bb:26:b8,FTTH,FTTH605O20L6
432,Kaylee Lewis,Kaylee,99999545-5,999.999.585-32,PF,31/10/1994,Francisco Beltrão,85601000,Morro Araújo,755,Comunidade Secção São Miguel,Casa,-26.03492783299533,-53.03799667895729,(46) 99999-99568,kaylee.lewis@emailexemplo.com,06/02/2023,n,Santander,14/02/2023,,,349.90,500,200,23,,s,auto,auto,Francisco Beltrão,85601000,Morro Araújo,755,Comunidade Secção São Miguel,Casa,-26.03492783299533,-53.03799667895729,plano_150mb,Casa,kaylee.lewis@meuprovedor.com.br,Francisco Beltrão,85601000,Morro Araújo,755,Comunidade Secção São Miguel,Casa,-26.03492783299533,-53.03799667895729,20/02/2023,ce:b5:bb:57:e7:37,FTTH,FTTH617F83S7
433,Ryan Hernandez,Ryan,99999544-3,999.999.584-51,PF,30/04/1960,Pato Branco,85501000,Favela Porto,71,Baixada,Casa,-26.243644248700708,-52.66941162583047,(46) 99999-99567,ryan.hernandez@emailexemplo.com,22/04/2023,n,Boleto Próprio,27/04/2023,,,189.90,700,299.90,12,,s,auto,auto,,,,,,,,,plano_300mb,Casa,ryan.hernandez@meuprovedor.com.br,Pato Branco,85501000,Favela Porto,71,Baixada,Casa,-26.243644248700708,-52.66941162583047,01/05/2023,2a:f9:4b:c2:9d:fd,FTTH,FTTH640R97G9
434,Debra Butler,Debra,99999543-1,999.999.583-70,PF,27/02/1975,Dois Vizinhos,85660000,Morro Costela,73,Vitória,Casa,-25.753248303150762,-53.07246397367902,(46) 99999-99566,debra.butler@emailexemplo.com,11/02/2023,n,EFÍ,11/02/2023,,,300,400,150,9,,s,auto,auto,,,,,,,,,plano_100mb,Casa,debra.butler@meuprovedor.com.br,Pato Branco,85660000,Praia de da Paz,8,Sagrada Família,APTO,-26.226723478463548,-52.708966256983125,18/02/2023,b4:59:b6:f3:91:07,RADIO,
435,Michael Jones,Michael,99999541-8,999.999.582-90,PF,07/04/1960,Dois Vizinhos,85660000,Trevo Mendonça,78,São Francisco Xavier,APTO,-25.757378572297604,-53.08809858703014,(46) 99999-99565,michael.jones@emailexemplo.com,03/02/2023,n,EFÍ,05/02/2023,,,300,400,150,15,,s,auto,auto,Dois Vizinhos,85660000,Trevo Mendonça,78,São Francisco Xavier,APTO,-25.757378572297604,-53.08809858703014,plano_100mb,APTO,michael.jones@meuprovedor.com.br,Dois Vizinhos,85660000,Trevo Mendonça,78,São Francisco Xavier,APTO,-25.757378572297604,-53.08809858703014,11/02/2023,10:32:b1:1a:c4:f7,FTTH,FTTH060N23V4
436,Jessica Webster,Jessica,99999540-6,999.999.581-09,PF,29/02/1992,Pato Branco,85501000,Jardim Benício Correia,86,Jardim Floresta,APTO,-26.21810105344426,-52.6796576125651,(46) 99999-99564,jessica.webster@emailexemplo.com,20/05/2023,n,EFÍ,27/05/2023,,,189.90,700,299.90,7,Cliente quer Wi-Fi potente em toda casa.,s,auto,auto,,,,,,,,,plano_300mb,APTO,jessica.webster@meuprovedor.com.br,Pato Branco,85501000,Jardim Benício Correia,86,Jardim Floresta,APTO,-26.21810105344426,-52.6796576125651,02/06/2023,3c:31:12:1e:60:4f,FTTH,FTTH723I44V0
437,Steve Martin,Steve,99999538-8,999.999.580-28,PF,05/05/1972,Pato Branco,85501000,Parque de Duarte,86,Alvorada,Casa,-26.20676078106285,-52.65035748787831,(46) 99999-99563,steve.martin@emailexemplo.com,18/06/2023,n,Boleto Próprio,22/06/2023,,11,189.90,700,299.90,16,Cliente quer Wi-Fi potente em toda casa.,n,manual,manual,Pato Branco,85501000,Parque de Duarte,86,Alvorada,Casa,-26.20676078106285,-52.65035748787831,plano_300mb,Casa,steve.martin@meuprovedor.com.br,Dois Vizinhos,85660000,Viela Moraes,4,Jardim da Colina,Casa,-25.739296880532386,-53.083269340710565,24/06/2023,ea:b4:fd:90:ee:ce,FTTH,FTTH719P77E0
438,Mark Castro II,Mark,99999537-6,999.999.579-94,PF,09/07/1954,Dois Vizinhos,85660000,Feira de Vasconcelos,88,Santo Antônio,APTO,-25.741932969570524,-53.03877875393665,(46) 99999-99562,mark.castro.ii@emailexemplo.com,12/04/2023,n,Boleto Próprio,18/04/2023,,,300,400,150,8,,s,auto,auto,,,,,,,,,plano_100mb,APTO,mark.castro.ii@meuprovedor.com.br,Dois Vizinhos,85660000,Feira de Vasconcelos,88,Santo Antônio,APTO,-25.741932969570524,-53.03877875393665,24/04/2023,46:bd:5c:ae:6f:2a,RADIO,
439,David Hale,David,99999536-4,999.999.578-03,PF,03/05/1962,Pato Branco,85501000,Sítio Paulo Vargas,9,Pagnoncelli,APTO,-26.203937957901893,-52.65345686061655,(46) 99999-99561,david.hale@emailexemplo.com,04/05/2023,n,Boleto Próprio,05/05/2023,,1,189.90,700,299.90,16,Cliente exige segurança online forte.,n,manual,outro,,,,,,,,,plano_300mb,APTO,david.hale@meuprovedor.com.br,Pato Branco,85501000,Sítio Paulo Vargas,9,Pagnoncelli,APTO,-26.203937957901893,-52.65345686061655,12/05/2023,00:98:00:cf:f6:bc,FTTH,FTTH523I33V6
440,Steven Garza,Steven,99999535-2,999.999.577-22,PF,14/09/1994,Dois Vizinhos,85660000,Alameda Nina Nascimento,57,Jardim Marcante,Casa,-25.742383688715364,-53.08806192782009,(46) 99999-99560,steven.garza@emailexemplo.com,19/01/2023,n,EFÍ,23/01/2023,,,300,400,150,5,Cliente quer segunda via do contrato via e-mail.,s,auto,auto,,,,,,,,,plano_100mb,Casa,steven.garza@meuprovedor.com.br,Dois Vizinhos,85660000,Alameda Nina Nascimento,57,Jardim Marcante,Casa,-25.742383688715364,-53.08806192782009,26/01/2023,c4:3e:ec:fb:07:aa,RADIO,
441,Brenda Randall,Brenda,99999534-0,999.999.576-41,PF,21/07/2005,Pato Branco,85501000,Lagoa Joaquim Alves,91,Dall Ross,APTO,-26.20122631341904,-52.70253150230595,(46) 99999-99559,brenda.randall@emailexemplo.com,18/04/2023,n,Santander,24/04/2023,,,189.90,700,299.90,21,Cliente espera um roteador moderno na instalação.,s,auto,auto,,,,,,,,,plano_300mb,APTO,brenda.randall@meuprovedor.com.br,Pato Branco,85501000,Lagoa Joaquim Alves,91,Dall Ross,APTO,-26.20122631341904,-52.70253150230595,29/04/2023,52:93:74:6d:f2:05,FTTH,FTTH550M51N2
442,David Rhodes,David,99999533-9,999.999.575-60,PF,12/07/1981,Pato Branco,85501000,Aeroporto Alves,58,Bancários,Casa,-26.20215306965024,-52.66529465655039,(46) 99999-99558,david.rhodes@emailexemplo.com,20/06/2023,n,GalaxPay,27/06/2023,,,189.90,700,299.90,10,,s,auto,auto,Pato Branco,85501000,Aeroporto Alves,58,Bancários,Casa,-26.20215306965024,-52.66529465655039,plano_300mb,Casa,david.rhodes@meuprovedor.com.br,Pato Branco,85501000,Aeroporto Alves,58,Bancários,Casa,-26.20215306965024,-52.66529465655039,30/06/2023,7a:8b:16:fa:8b:62,FTTH,FTTH621R39M6
